triplet_id	section_index	section_triplet_index	merge_pattern	en_text	fr_text	zh_text	en_onset_sec	en_offset_sec	fr_onset_sec	fr_offset_sec	zh_onset_sec	zh_offset_sec	en_first_sentence_idx	en_last_sentence_idx	fr_first_sentence_idx	fr_last_sentence_idx	zh_first_sentence_idx	zh_last_sentence_idx
23	1	23	2-2-1	i have seen them from close up it hasnt much improved my opinion of them	je les ai vues de très près ça n' a pas trop amélioré mon opinion	我仔细地观察过他们但这并没有使我对他们的看法有多大的改变	123.19040000000001	127.52789999999999	141.01	145.38	119.24917913832205	124.17778996122435	24	25	24	25	28	28
24	1	24	1-1-1	whenever i met one of them that seemed a bit more clear sighted i tried the experiment of showing them my drawing number one that i ve always kept	quand j' en rencontrais une qui me paraissait un peu lucide je faisais l' expérience sur elle de mon dessin numéro 1 que j' ai toujours conservé	当我遇到一个头脑看来稍微清楚的大人时我就拿出一直保存着的我那第一号作品来测试测试他	128.361	136.9576	146.51	155.46	124.92117913832205	132.23748418913223	26	26	26	26	29	29
25	1	25	1-1-1	i wanted to know if they were really a person of TRUE understanding but they always responded it s a hat	je voulais savoir si elle était vraiment compréhensive mais toujours elle me répondait c' est un chapeau	我想知道他是否真的有理解能力可是得到的回答总是这是顶帽子	137.5263	144.0872	156.11	163.18	133.02517913832202	139.43941827654493	27	27	27	27	30	30
26	1	26	2-2-2	so i would never speak to them of boa constrictors nor of primeval forests nor of the stars i put myself at their level	alors je ne lui parlais ni de serpents boas ni de forêts vierges ni d' étoiles je me mettais à sa portée	我就不和他谈巨蟒呀原始森林呀或者星星之类的 事儿我只得迁就他的水平和他们谈些桥牌呀高尔夫球呀政治呀领带呀这些	145.0449	153.0557	164.37	171.68	140.3769861536792	150.76117913832203	28	29	28	29	31	32
27	1	27	1-1-2	i talked to them about bridge golf politics and neckties and the grownup was glad to know such a sensible man	je lui parlais de bridge de golf de politique et de cravates et la grande personne était bien contente de connaître un homme aussi raisonnable	于是大人们就十分高兴能认识我这样一个通情达理的人 我就这样孤独地生活着	153.4398	161.8893	172.17	181.43	151.64117913832203	158.86077928320202	30	30	30	30	33	34
28	1	28	1-1-2	so i lived alone without anyone i could really talk to until a breakdown in the sahara desert six years ago	j' ai ainsi vécu seul sans personne avec qui parler véritablement jusqu' à une panne dans le désert du sahara il y a six ans	没有一个能真正谈得来的人 一直到六年前在撒哈拉沙漠上发生了那次故障	163.2605	170.0174	184.59	193.13	159.58517913832202	165.43054469036738	31	31	31	31	35	36
29	1	29	1-1-2	something had broken in my engine and as i had with me neither a mechanic nor any passengers i readied myself to try and carry out all alone the difficult repairs	quelque chose s' était cassé dans mon moteur et comme je n' avais avec moi ni mécanicien ni passagers je me préparai à essayer de réussir tout seul une réparation difficile	我的发动机里有个东西损坏了 当时由于我既没有带机械师也没有带旅客我就试图独自完成这个困难的维修工作	170.8555	181.2207	194.07	206.36	166.12917913832203	175.3135056228783	32	32	32	32	37	38
30	1	30	1-1-1	for me it was a matter of life or death	c' était pour moi une question de vie ou de mort	这对我来说是个生与死的问题	182.0387	183.7983	207.21	209.96	176.16241968567468	178.56293328702702	33	33	33	33	39	39
31	1	31	1-1-1	i had hardly enough water to drink for a week	j' avais à peine de l' eau à boire pour huit jours	我随身带的水只够饮用一星期	184.6114	187.0004	210.4	213.23	179.24917913832203	181.70183011205702	34	34	34	34	40	40
32	1	32	1-1-1	the first night i went to sleep on the sand a thousand miles from any human habitation	le premier soir je me suis donc endormi sur le sable à mille milles de toute terre habitée	第一天晚上我就睡在这远离人间烟火的大沙漠上	188.1477	193.1713	214.17	219.85	182.59841126985114	186.15372430105927	35	35	35	35	41	41
33	1	33	1-1-1	i was more isolated than a shipwrecked sailor on a raft in the middle of the ocean	j' étais bien plus isolé qu' un naufragé sur un radeau au milieu de l' océan	我比大海中伏在小木排上的遇难者还要孤独得多	193.6202	198.1639	220.53	224.61	186.82517913832203	190.54358758021573	36	36	36	36	42	42
34	1	34	1-1-1	so you can imagine my surprise when at daybreak a funny little voice woke me up	alors vous imaginez ma surprise au lever du jour quand une drôle de petite voix m' a réveillé	而在第二天拂晓当一个奇怪的小声音叫醒我的时候你们可以想见我当时是多么吃惊	198.7724	203.9847	225.44	232.35	191.56786648676535	198.40917913832203	37	37	37	37	43	43
35	1	35	1-1-1	it said please draw me a sheep	elle disait s' il vous plaît dessine -moi un mouton	这小小的声音说道请你给我画一只羊好吗	204.7579	208.0645	233.2	237.07	199.3419171727122	203.43317913832203	38	38	38	38	44	44
36	1	36	1-1-1	what	hein	啊	208.6232	209.0281	238.01	238.42	204.29805015943612	204.58491994468537	39	39	39	39	45	45
37	1	37	1-1-1	draw me a sheep	dessine -moi un mouton	给我画一只羊	209.901	210.9807	239.6	240.93	205.46378465040357	206.44435773452832	40	40	40	40	46	46
38	1	38	1-1-1	i jumped to my feet as if i d been struck by lightning	j' ai sauté sur mes pieds comme si j' avais été frappé par la foudre	我像是受到惊雷轰击一般一下子就站立起来	212.0082	214.7024	242.02	245.62	207.46326649002157	210.65720284277472	41	41	41	41	47	47
39	1	39	1-1-1	i rubbed my eyes	j' ai bien frotté mes yeux	我使劲地揉了揉眼睛仔细地看了看	215.0366	216.0814	246.1	247.61	211.50372573151392	213.87789111290505	42	42	42	42	48	48
40	1	40	1-1-1	i took a good look around me and i saw a quite extraordinary little man who was examining me seriously	j' ai bien regardé et j' ai vu un petit bonhomme tout à fait extraordinaire qui me considérait gravement	我看见一个十分奇怪的小家伙严肃地朝我凝眸望着	216.66	223.9066	247.92	255.73	214.44117913832204	218.33256087148354	43	43	43	43	49	49
41	1	41	1-1-2	here is the best portrait that later i managed to do of him but my drawing of course is much less charming than its model	voilà le meilleur portrait que plus tard j' ai réussi à faire de lui mais mon dessin bien sûr est beaucoup moins ravissant que le modèle	这是后来我给他画出来的最好的一幅画像 可是我的画当然要比他本人的模样逊色得多	224.7347	232.0806	256.53	265.44	219.2576495884287	227.33754266875823	44	44	44	44	50	51
42	1	42	1-1-1	it s not my fault	ce n' est pas ma faute	这不是我的过错	232.5494	233.399	266.44	267.43	228.04763101485048	229.16851011810417	45	45	45	45	52	52
43	1	43	1-1-2	i was discouraged in my career as a painter by the grownups at the age of six and i hadn t learned to draw anything except boa constrictors closed and open	j' avais été découragé dans ma carrière de peintre par les grandes personnes à l' âge de six ans et je n' avais rien appris à dessiner sauf les boas fermés et les boas ouverts	六岁时大人们使我对我的画家生涯失去了勇气 除了画过开着肚皮和闭着肚皮的蟒蛇后来再没有学过画	233.803	242.214	267.87	277.93	230.47317913832202	238.96117913832202	46	46	46	46	53	54
44	1	44	1-1-1	i stared at this sudden apparition wide eyed with astonishment	je regardai donc cette apparition avec des yeux tout ronds d' étonnement	我惊奇地睁大着眼睛看着这突然出现的小家伙	243.2266	247.1255	279.16	283.45	239.56917913832203	243.48593505927306	47	47	47	47	55	55
45	1	45	1-1-2	remember that i was a thousand miles from any inhabited region and yet this little fellow seemed neither lost nor half dead with fatigue nor starved or dying of thirst or fear	n' oubliez pas que je me trouvais à mille milles de toute région habitée or mon petit bonhomme ne me semblait ni égaré ni mort de fatigue ni mort de faim ni mort de soif ni mort de peur	你们不要忘记我当时处在远离人烟千里之外的地方 而这个小家伙给我的印象是他既不像迷了路的样子也没有半点疲乏饥渴惧怕的神情	247.3399	258.4301	284.13	296.97	244.15317913832203	256.5851791383221	48	48	48	48	56	57
46	1	46	1-1-1	he looked nothing like a child lost in the middle of the desert a thousand miles from any inhabited region	il n' avait en rien l' apparence d' un enfant perdu au milieu du désert à mille milles de toute région habitée	他丝毫不像是一个迷失在旷无人烟的大沙漠中的孩子	259.44780000000003	265.4558	297.77	304.05	257.35050173579543	261.36287605486916	49	49	49	49	58	58
47	1	47	1-1-1	when i finally managed to speak i said what are you doing here	quand je réussis enfin à parler je lui dis mais qu' est -ce que tu fais là	当我在惊讶之中终于又能说出话来的时候对他说道唉你在这儿干什么	266.3986	270.6157	304.93	310.5	262.08117913832206	268.9118001301215	50	50	50	50	59	59
48	1	48	1-1-1	and he repeated very slowly as if it was something very serious please draw me a sheep	et il me répéta alors tout doucement comme une chose très sérieuse s' il vous plaît dessine -moi un mouton	可是他却不慌不忙地好像有一件重要的事一般对我重复地说道请给我画一只羊	271.27909999999997	279.08910000000003	311.65	319.82	269.83820766344434	277.5034056933742	51	51	51	51	60	60
49	1	49	1-1-1	when a mystery is too overpowering one dare not disobey	quand le mystère est trop impressionnant on n' ose pas désobéir	当一种神秘的东西把你镇住的时候你是不敢不听从它的支配的	280.6155	284.1398	321.31	324.69	278.42597661982495	283.24917913832206	52	52	52	52	61	61
50	1	50	1-1-1	absurd as it seemed to me a thousand miles from any human habitation and in danger of death i took out of my pocket a sheet of paper and a pen	aussi absurde que cela me semblât à mille milles de tous les endroits habités et en danger de mort je sortis de ma poche une feuille de papier et un stylographe	在这旷无人烟的沙漠上面临死亡的危险的情况下尽管这样的举动使我感到十分荒诞我还是掏出了一张纸和一支钢笔	284.8132	293.8043	325.8	336.93	284.0329026926746	293.6788014104534	53	53	53	53	62	62
51	1	51	1-1-1	but then i remembered that i had mainly studied geography history arithmetic and grammar and i told the little fellow a little crossly that i did nt know how to draw	mais je me rappelai alors que j' avais surtout étudié la géographie l' histoire le calcul et la grammaire et je dis au petit bonhomme avec un peu de mauvaise humeur que je ne savais pas dessiner	这时我却又记起我只学过地理历史算术和语法就有点不大高兴地对小家伙说我不会画画	294.40790000000004	304.69680000000005	337.9	349.54	294.47875380751356	303.93717913832205	54	54	54	54	63	63
52	1	52	2-2-1	he replied it does nt matter draw me a sheep	il me répondit ça ne fait rien dessine -moi un mouton	他回答我说没有关系给我画一只羊吧	305.47990000000004	308.97720000000004	350.54	354.17	304.7792309529064	308.4611904028976	55	56	55	56	64	64
53	1	53	2-2-2	as i d never drawn a sheep i redrew for him one of the only two drawings that i was capable of the one of the closed boa constrictor	comme je n' avais jamais dessiné un mouton je refis pour lui l' un des deux seuls dessins dont j' étais capable celui du boa fermé	因为我从来没有画过羊我就给他重画我所仅仅会画的两幅画中的那幅闭着肚皮的巨蟒 不不	310.0946	318.13070000000005	355.34	363.84	309.23317913832204	318.05089789460806	57	58	57	58	65	66
54	1	54	1-1-2	and i was astounded to hear the little fellow respond no no i do nt want an elephant inside a boa constrictor	et je fus stupéfait d' entendre le petit bonhomme me répondre non non je ne veux pas d' un éléphant dans un boa	我听了他的话简直目瞪口呆 我不要蟒蛇	318.6494	326.5652	364.78	372.28	318.8971791383221	322.71317913832206	59	59	59	59	67	68
55	1	55	1-1-2	a boa constrictor is very dangerous and an elephant is very cumbersome	un boa c' est très dangereux et un éléphant c' est très encombrant	它肚子里还有一头象 巨蟒这东西太危险	326.9393	331.7123	372.78	375.79	323.2766813554715	326.9451791383221	60	60	60	60	69	70
56	1	56	1-1-2	where i live everything is very small	chez moi c' est tout petit	大象又太占地方 我住的地方非常小	332.12620000000004	334.32590000000005	376.27	377.52	327.39317913832207	330.79669284847597	61	61	61	61	71	72
57	1	57	1-1-1	i need a sheep	j' ai besoin d' un mouton	我需要一只羊	334.67510000000004	335.82460000000003	377.94	379.13	331.25717913832204	332.18517913832204	62	62	62	62	73	73
58	1	58	1-1-1	draw me a sheep	dessine -moi un mouton	给我画一只羊吧	336.1039	337.0686	379.6	380.69	332.8050773169536	334.322083277242	63	63	63	63	74	74
59	1	59	1-1-1	so i drew	alors j' ai dessiné	我就给他画了	337.9266	338.5965	381.64	382.85	335.4727041904101	336.37717913832205	64	64	64	64	75	75
60	1	60	1-1-2	he looked carefully then said no this one s already very sick	il regarda attentivement puis non celui -là est très malade	他专心地看着随后又说我不要 这只羊已经病得很重了	339.5842	344.1118	383.57	388.35	337.09401522563684	343.04117913832204	65	65	65	65	76	77
61	1	61	1-1-1	make another one	fais -en un autre	给我重新画一只	344.43600000000004	345.3257	388.66	389.43	343.671534929361	344.8214466644026	66	66	66	66	78	78
62	1	62	1-1-1	i drew again	je dessinai	我又画了起来	346.069	346.8989	390.18	391.02	345.76117913832206	346.71317913832206	67	67	67	67	79	79
63	1	63	2-2-2	my friend smiled gently and indulgently you can see yourself this is nt a sheep	mon ami sourit gentiment avec indulgence tu vois bien ce n' est pas un mouton	我的这位朋友天真可爱地笑了 你看你画的不是小羊他说	347.6272	353.39520000000005	391.77	397.06	347.30517913832205	354.05717913832206	68	69	68	69	80	81
64	1	64	2-2-1	it s a ram it has horns	c' est un bélier il a des cornes	是头公羊还有犄角呢	353.39520000000005	355.9486	397.06	399.18	354.8279303538915	357.1005685913888	70	71	70	71	82	82
65	1	65	1-1-1	so once again i redid my drawing	je refis donc encore mon dessin	于是我又重新画了一张	356.9113	359.0811	400.34	402.36	358.15317913832206	360.28117913832205	72	72	72	72	83	83
66	1	66	1-1-1	but it was rejected like the previous ones	mais il fut refusé comme les précédents	这幅画同前几幅一样又被拒绝了	359.37030000000004	361.86850000000004	402.93	405.36	361.1451791383221	363.7051791383221	73	73	73	73	84	84
67	1	67	1-1-1	this one s too old	celui -là est trop vieux	这一只太老了	362.56190000000004	364.5369	406.31	407.52	364.57766879126524	365.7291791383221	74	74	74	74	85	85
68	1	68	1-1-1	i want a sheep that will live a long time	je veux un mouton qui vive longtemps	我想要一只能活得长的羊	364.5369	367.03560000000004	407.83	409.71	366.25511584127577	368.47317913832205	75	75	75	75	86	86
69	1	69	2-2-2	so getting impatient as i was eager to start dismantling my engine i hastily sketched this drawing and i snapped this here is the box	alors faute de patience comme j' avais hâte de commencer le démontage de mon moteur je griffonnai ce dessin -ci et je lançai ça c' est la caisse	我不耐烦了 因为我急于要检修发动机于是就草草画了这张画并且匆匆地对他说道这是一只箱子	368.0083	377.47310000000004	410.69	421.36	369.44117913832207	378.6811791383221	76	77	76	77	87	88
70	1	70	1-1-1	the sheep you want is inside	le mouton que tu veux est dedans	你要的羊就在里面	377.47310000000004	379.0322	421.6	423.28	379.22517913832206	380.5471033060212	78	78	78	78	89	89
71	1	71	1-1-1	but i was very surprised to see the face of my young judge light up	mais je fus bien surpris de voir s' illuminer le visage de mon jeune juge	这时我十分惊奇地看到我的这位小评判员喜笑颜开	379.7606	383.9845	424.25	428.47	381.59351075150397	385.74517913832204	79	79	79	79	90	90
72	1	72	1-1-1	it s exactly the way i wanted	c' est tout a fait comme ça que je le voulais	他说这正是我想要的	384.6881	386.6924	429.03	431.2	386.5298118240705	389.06517913832204	80	80	80	80	91	91
73	1	73	1-1-1	do you think this sheep needs a lot of grass	crois -tu qu' il faille beaucoup d' herbe à ce mouton	你说这只羊需要很多草吗	387.0915	389.4155	431.73	433.63	389.68917913832206	391.96117913832205	81	81	81	81	92	92
74	1	74	1-1-1	why	pourquoi	为什么	390.1637	390.6137	434.51	434.92	392.86517913832205	393.2891791383221	82	82	82	82	93	93
75	1	75	1-1-1	because where i m from everything is very small	parce que chez moi c' est tout petit	因为我住的地方一切都非常小	391.3171	393.8566	435.67	437.27	394.12917913832206	396.39317913832207	83	83	83	83	94	94
76	1	76	1-1-1	there will certainly be enough	ça suffira sûrement	地方小也够喂养它的我说	394.6447	395.9046	438.01	439.13	397.13717913832204	400.06517913832204	84	84	84	84	95	95
77	1	77	1-1-1	i gave you a very small sheep	je t' ai donné un tout petit mouton	我给你画的是一只很小的小羊	396.1539	398.15319999999997	439.39	440.9	400.6226560416606	402.93717913832205	85	85	85	85	96	96
78	1	78	1-1-1	he leaned his head towards the drawing	il pencha la tête vers le dessin	他把脑袋靠近这张画	399.1109	401.07550000000003	441.8	443.44	403.83802208165895	405.2861483245312	86	86	86	86	97	97
79	1	79	1-1-1	not that small	pas si petit que ça	并不像你说的那么小	401.6291	402.7836	444.45	445.43	406.2171791383221	407.69717913832204	87	87	87	87	98	98
80	1	80	2-2-1	look he s fallen asleep	tiens il s' est endormi	瞧它睡着了	403.4072	405.5154	446.06	447.55	408.3471076694147	409.8729242491518	88	89	88	89	99	99
81	1	81	1-1-1	and that s how i met the little prince	et c' est ainsi que je fis la connaissance du petit prince	就这样我认识了小王子	406.34839999999997	408.4675	448.80213848559043	452.02	410.4024721391358	413.41987971776314	90	90	90	90	100	100
82	1	82	1-1-1	it took me a long time to find out where he came from	il me fallut longtemps pour comprendre d' où il venait	我费了好长时间才弄清楚他是从哪里来的	410.0457	412.93010000000004	455.08537890276284	458.1	414.6331791383221	417.71893729999323	91	91	91	91	101	101
83	1	83	1-1-2	the little prince who asked me many questions never seemed to hear my own	le petit prince qui me posait beaucoup de questions ne semblait jamais entendre les miennes	小王子向我提出了很多问题 可是对我提出的问题他好像压根儿没有听见似的	413.4537	417.97180000000003	458.7949550349265	464.2	418.5068154325394	424.43925217862886	92	92	92	92	102	103
84	1	84	2-2-1	it was the words spoken by chance that little by little revealed everything to me so when he saw my airplane for the first time	ce sont des mots prononcés par hasard qui peu à peu m' ont tout révélé ainsi quand il aperçut pour la première fois mon avion	他无意中吐露的一些话逐渐使我搞清了他的来历	419.0043	426.7851	464.97	473.68	425.30070589176415	428.46517913832207	93	94	93	94	104	104
85	1	85	2-2-1	i won t draw my airplane it would be a drawing far too complicated for me	je ne dessinerai pas mon avion c' est un dessin beaucoup trop compliqué pour moi	例如当他第一次瞅见我的飞机时我就不画出我的飞机了因为这种图画对我来说太复杂他问我道这是个啥	427.38370000000003	431.3922	474.24	478.58	429.1211791383221	438.7469725033146	95	96	95	96	105	105
86	1	86	2-2-1	he asked me what s that thing there it s not a thing	il me demanda qu' est -ce que c' est que cette chose -là ce n' est pas une chose	玩意儿这不是	431.88100000000003	436.06190000000004	479.45	484.83	438.7469725033146	440.54809988410403	97	98	97	98	106	106
87	1	87	1-1-1	it flies	ça vole	玩意儿它能飞	436.26140000000004	436.9562	485.16	485.83	440.54809988410403	441.8871121126695	99	99	99	99	107	107
88	1	88	1-1-1	it s an airplane	c' est un avion	这是飞机	437.1557	437.8707	486.09	486.82	442.50492688340756	443.13717913832204	100	100	100	100	108	108
89	1	89	1-1-1	it s my airplane	c' est mon avion	是我的飞机	437.8707	438.90470000000005	487.22	487.99	443.42813789857064	444.32117913832207	101	101	101	101	109	109
90	1	90	1-1-1	and i was proud to have him know that i could fly	et j' étais fier de lui apprendre que je volais	我当时很骄傲地告诉他我能飞	439.60810000000004	441.9474	488.91	491.05	445.07756690781025	447.0821645796903	102	102	102	102	110	110
91	1	91	1-1-1	then he cried what you fell from the sky	alors il s' écria comment tu es tombé du ciel	于是他惊奇地说道怎么你是从天上掉下来的	442.8204	446.14290000000005	491.86	495.77	447.86517913832205	451.92917913832207	103	103	103	103	111	111
92	1	92	1-1-1	yes i said modestly	oui fis -je modestement	是的我谦逊地答道	446.82120000000003	448.3856	496.55	498.2	452.66624997297174	454.60557710124004	104	104	104	104	112	112
93	1	93	1-1-1	oh that s funny	ah ça c' est drôle	啊这真滑稽	448.9991	450.5586	499.2	500.63	455.0957447144117	456.7533060162471	105	105	105	105	113	113
94	1	94	1-1-2	and the little prince broke into a lovely peal of laughter which irritated me very much	et le petit prince eut un très joli éclat de rire qui m' irrita beaucoup	此时小王子发出一阵清脆的笑声 这使我很不高兴	451.3018	456.8195	501.13	505.42	457.70860233383416	462.00561482638886	106	106	106	106	114	115
95	1	95	1-1-1	i prefer people to take my misfortunes seriously	je désire que l' on prenne mes malheurs au sérieux	我要求别人严肃地对待我的不幸	457.4031	460.17220000000003	506.01	508.25	462.64033342407953	464.57717913832204	107	107	107	107	116	116
96	1	96	1-1-1	then he added so you also come from the sky	puis il ajouta alors toi aussi tu viens du ciel	然后他又说道那么你也是从天上来的了	460.69100000000003	463.93460000000005	509.08	512.82	465.287899667899	469.09879590202456	108	108	108	108	117	117
97	1	97	1-1-1	what planet are you from	de quelle planète es -tu	你是哪个星球上的	464.5032	465.6779	513.32	514.45	469.65689689661696	471.22517913832206	109	109	109	109	118	118
98	1	98	1-1-2	i caught a glimpse into the mystery of his presence and i asked abruptly so you come from another planet then	j' entrevis aussitôt une lueur dans le mystère de sa présence et j' interrogeai brusquement tu viens donc d' une autre planète	即刻对于他是从哪里来的这个秘密我隐约发现到了一点线索 于是我就突然问道你是从另一个星球上来的吗	467.04470000000003	473.3211	515.64	523.88	472.27388393418477	481.9451791383221	110	110	110	110	119	120
99	1	99	1-1-1	but he didn t answer	mais il ne me répondit pas	可是他不回答我的问题	474.12420000000003	475.0642	525.19	526.48	482.9124534712242	484.2651791383221	111	111	111	111	121	121
100	1	100	1-1-1	he shook his head slowly whilst looking at my airplane	il hochait la tête doucement tout en regardant mon avion	他一面看着我的飞机一面微微地点点头接着说道可不是吗	475.75250000000005	478.52700000000004	527.01	530.12	484.7024143178643	489.84117913832205	112	112	112	112	122	122
